Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,YDS,V-grade,Route Danger Rating
Little Forgotten,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/114032671/little-forgotten,3.3,-1,Boulder,V10,1,26.0,37.32863,-118.57634,,V10,
Buttermilker,Cave Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/109630293/buttermilker,4.0,-1,Boulder,V13,1,20.0,37.32863,-118.57634,,V13,
Robinson's Rubber Tester,Robinson's Rubber Tester Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936126/robinsons-rubber-tester,3.5,-1,Boulder,V0,1,,37.32867,-118.57681,,V0,
Robinson's Rubber Ramp,Robinson's Rubber Tester Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/201723955/robinsons-rubber-ramp,2.7,-1,Boulder,V0+,1,,37.32867,-118.57681,,V0+,
Unnamed Left Arête,Robinson's Rubber Tester Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/120174581/unnamed-left-arete,2.1,-1,Boulder,V1,1,10.0,37.32867,-118.57681,,V1,
Soul Slinger Right,Soul Slinger Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107032733/soul-slinger-right,2.9,-1,Boulder,V8-,1,15.0,37.32868,-118.57635,,V8-,
Soul Slinger,Soul Slinger Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105908345/soul-slinger,3.8,-1,Boulder,V9,1,14.0,37.32868,-118.57635,,V9,
lil lizard (soul slinger sit),Soul Slinger Boulder > Cave Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/202078478/lil-lizard-soul-slinger-sit,2.0,-1,Boulder,V9,1,14.0,37.32868,-118.57635,,V9,
East Face,Sunshine Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107253304/east-face,2.2,-1,Boulder,V-easy,1,,37.32859,-118.57516,,,
Sunshine Arête,Sunshine Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107032776/sunshine-arete,2.4,-1,Boulder,V0-,1,18.0,37.32859,-118.57516,,V0-,
Sunshine Face Left,Sunshine Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107032780/sunshine-face-left,3.0,-1,Boulder,V0-,1,18.0,37.32859,-118.57516,,V0-,
Sunshine Face,Sunshine Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107032785/sunshine-face,2.6,-1,Boulder,V0+,1,18.0,37.32859,-118.57516,,V0+,
Good Morning Sunshine,Sunshine Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106094043/good-morning-sunshine,3.2,-1,Boulder,V1 PG13,1,35.0,37.32859,-118.57516,,V1,PG13
Unnamed 4,Sunshine Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107987316/unnamed-4,2.0,-1,Boulder,V1,1,15.0,37.32859,-118.57516,,V1,
Unnamed 5,Sunshine Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107987323/unnamed-5,2.0,-1,Boulder,V1,1,15.0,37.32859,-118.57516,,V1,
Problem B,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106322572/problem-b,2.0,-1,Boulder,V0-,1,12.0,37.32873,-118.57534,,V0-,
Problem A,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106322566/problem-a,2.2,-1,Boulder,V0,1,15.0,37.32873,-118.57534,,V0,
Green Wall Arete,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106093952/green-wall-arete,2.5,-1,Boulder,V1,1,20.0,37.32873,-118.57534,,V1,
Blue Ball Existential,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/112826595/blue-ball-existential,2.5,-1,Boulder,V1,1,15.0,37.32873,-118.57534,,V1,
Green Wall Essential,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936142/green-wall-essential,3.1,-1,Boulder,V2,1,20.0,37.32873,-118.57534,,V2,
East Rib,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107908759/east-rib,3.4,-1,Boulder,V3 PG13,1,30.0,37.32873,-118.57534,,V3,PG13
Problem B SDS,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/108934821/problem-b-sds,1.0,-1,Boulder,V4,1,10.0,37.32873,-118.57534,,V4,
South Face of the Green Wall,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/118736159/south-face-of-the-green-wall,3.0,-1,Boulder,V5,1,30.0,37.32873,-118.57534,,V5,
South Arete,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/121024496/south-arete,3.2,-1,Boulder,V6,1,20.0,37.32873,-118.57534,,V6,
Green Wall Center,Green Wall Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106375359/green-wall-center,3.4,-1,Boulder,V6,1,18.0,37.32873,-118.57534,,V6,
Problem A,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936160/problem-a,1.8,-1,Boulder,V0,1,,37.3282,-118.5761,,V0,
Problem C,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107987405/problem-c,1.5,-1,Boulder,V1,1,12.0,37.3282,-118.5761,,V1,
Unnamed V2,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/121928910/unnamed-v2,2.0,-1,Boulder,V2,1,17.0,37.3282,-118.5761,,V2,
Unnamed V3,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/119821961/unnamed-v3,2.5,-1,Boulder,V3,1,12.0,37.3282,-118.5761,,V3,
Rail Problem,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936169/rail-problem,2.5,-1,Boulder,V3,1,,37.3282,-118.5761,,V3,
Roadside Highball,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107916146/roadside-highball,3.4,-1,Boulder,V3 PG13,1,18.0,37.3282,-118.5761,,V3,PG13
Problem B,Roadside Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107987397/problem-b,2.1,-1,Boulder,V4,1,18.0,37.3282,-118.5761,,V4,
Problem A (West Scoop),Scoop Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107987380/problem-a-west-scoop,2.0,-1,Boulder,V1,1,12.0,37.3282,-118.5762,,V1,
Slots,Scoop Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107987370/slots,2.0,-1,Boulder,V3,1,12.0,37.3282,-118.5762,,V3,
Marsha's Scoop (AKA Marsha's Nipple),Scoop Boulder > Roadside Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107916151/marshas-scoop-aka-marshas-nipple,3.3,-1,Boulder,V5,1,10.0,37.3282,-118.5762,,V5,
Bowling Pin,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936179/bowling-pin,3.6,-1,Boulder,V4+,1,,37.32959,-118.5772,,V4+,
Gutter Ball,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/115681956/gutter-ball,2.0,-1,Boulder,V5,1,20.0,37.32959,-118.5772,,V5,
Bowling Pin Sit,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107419834/bowling-pin-sit,3.5,-1,Boulder,V6-,1,15.0,37.32959,-118.5772,,V6-,
Bowling Pin Traverse,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/121648737/bowling-pin-traverse,3.5,-1,Boulder,V6,1,,37.32959,-118.5772,,V6,
Ten Pin Trial,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/111784838/ten-pin-trial,2.8,-1,Boulder,V8,1,20.0,37.32959,-118.5772,,V8,
King Pin,Bowling Pin Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/202644748/king-pin,3.0,-1,Boulder,V8,1,30.0,37.32959,-118.5772,,V8,
Hager Slab,Hager Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/201663622/hager-slab,2.0,-1,Boulder,V0-,1,20.0,37.33014,-118.57777,,V0-,
Hip Hop Hager,Hager Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107519098/hip-hop-hager,1.7,-1,Boulder,V0-,1,16.0,37.33014,-118.57777,,V0-,
Hager Arete,Hager Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936748/hager-arete,2.7,-1,Boulder,V0,1,15.0,37.33014,-118.57777,,V0,
SE Arete,Hager Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936754/se-arete,1.8,-1,Boulder,V0,1,20.0,37.33014,-118.57777,,V0,
NW Face,Hager Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/111731481/nw-face,2.1,-1,Boulder,V0,1,15.0,37.33014,-118.57777,,V0,
Hager Face,Hager Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106095854/hager-face,2.1,-1,Boulder,V4,1,15.0,37.33014,-118.57777,,V4,
Russelator,The Golden Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/122114075/russelator,3.0,-1,Boulder,V2-3,1,15.0,37.32996,-118.57784,,V2-3,
Constellation,The Golden Boulder > Iron Man East Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/112384379/constellation,2.5,-1,Boulder,V10-11 PG13,1,25.0,37.32996,-118.57784,,V10-11,PG13
Iron Man Crack,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107370951/iron-man-crack,2.5,-1,Boulder,V1+,1,,37.33001,-118.57811,,V1+,
Iron Man Traverse,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936763/iron-man-traverse,3.6,-1,Boulder,V4,1,,37.33001,-118.57811,,V4,
Unnamed V4,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107370986/unnamed-v4,2.2,-1,Boulder,V4,1,8.0,37.33001,-118.57811,,V4,
Iron Man Sit,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/112790594/iron-man-sit,3.5,-1,Boulder,V4+,1,,37.33001,-118.57811,,V4+,
Iron Cross / Iron Circle,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/111809663/iron-cross-iron-circle,2.6,-1,Boulder,V6,1,,37.33001,-118.57811,,V6,
Magnetic Attractions,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/114039685/magnetic-attractions,1.8,-1,Boulder,V6-7,1,8.0,37.33001,-118.57811,,V6-7,
Iron Monkey,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107370896/iron-monkey,2.7,-1,Boulder,V7,1,20.0,37.33001,-118.57811,,V7,
Iron Fly,Iron Man Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106384926/iron-fly,2.8,-1,Boulder,V8-9,1,10.0,37.33001,-118.57811,,V8-9,
Hero Slab,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/127299738/hero-slab,2.0,-1,Boulder,V0-,1,14.0,37.33,-118.5782,,V0-,
Hero Crack,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/201660909/hero-crack,1.0,-1,Boulder,V0-,1,14.0,37.33,-118.5782,,V0-,
Hero Roof,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106094805/hero-roof,3.5,-1,Boulder,V0,1,14.0,37.33,-118.5782,,V0,
"Rib, No Rib",Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/111729554/rib-no-rib,2.7,-1,Boulder,V1,1,12.0,37.33,-118.5782,,V1,
Groovy Grit,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/114039783/groovy-grit,2.0,-1,Boulder,V1,1,,37.33,-118.5782,,V1,
Easy Grit,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106127021/easy-grit,2.5,-1,Boulder,V5,1,,37.33,-118.5782,,V5,
"Rib, No Rib SDS",Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/114039712/rib-no-rib-sds,2.3,-1,Boulder,V6,1,12.0,37.33,-118.5782,,V6,
Dishy Grit,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/114039836/dishy-grit,2.0,-1,Boulder,V6-7,1,16.0,37.33,-118.5782,,V6-7,
Just Grit,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/114039791/just-grit,1.8,-1,Boulder,V7,1,12.0,37.33,-118.5782,,V7,
Just Dishy,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/114039853/just-dishy,2.0,-1,Boulder,V8,1,16.0,37.33,-118.5782,,V8,
Hard Grit,Hero  Roof Boulder > Iron Man Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106127038/hard-grit,2.5,-1,Boulder,V8,1,,37.33,-118.5782,,V8,
Problem D,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936776/problem-d,1.9,-1,Boulder,V0,1,,37.32964,-118.57869,,V0,
Problem G,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936802/problem-g,1.8,-1,Boulder,V0,1,,37.32964,-118.57869,,V0,
Problem H,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106060929/problem-h,1.6,-1,Boulder,V0,1,,37.32964,-118.57869,,V0,
Problem F,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106060921/problem-f,1.8,-1,Boulder,V1,1,,37.32964,-118.57869,,V1,
Problem C,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936782/problem-c,2.9,-1,Boulder,V2,1,,37.32964,-118.57869,,V2,
Problem I,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936806/problem-i,1.7,-1,Boulder,V2,1,,37.32964,-118.57869,,V2,
Problem E,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106060912/problem-e,1.9,-1,Boulder,V2,1,,37.32964,-118.57869,,V2,
Unnamed Slab,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/114223690/unnamed-slab,2.9,-1,Boulder,V2,1,,37.32964,-118.57869,,V2,
Problem A,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936787/problem-a,2.4,-1,Boulder,V3,1,,37.32964,-118.57869,,V3,
Rail Problem,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/105936809/rail-problem,2.7,-1,Boulder,V5,1,,37.32964,-118.57869,,V5,
Problem B,Ranger Rock > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106060902/problem-b,2.8,-1,Boulder,V5,1,,37.32964,-118.57869,,V5,
Tall Edgy,Saigon Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/115681932/tall-edgy,3.1,-1,Boulder,V0,1,24.0,37.32944,-118.57548,,V0,
Unnamed V0,Saigon Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/121889116/unnamed-v0,2.9,-1,Boulder,V0,1,25.0,37.32944,-118.57548,,V0,
Monkey Dihedral,Saigon Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106908986/monkey-dihedral,3.4,-1,Boulder,V2,1,17.0,37.32944,-118.57548,,V2,
Topside,Saigon Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/125499737/topside,3.0,-1,Boulder,V5,1,15.0,37.32944,-118.57548,,V5,
Saigon,Saigon Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106022301/saigon,3.9,-1,Boulder,V6,1,22.0,37.32944,-118.57548,,V6,
Saigon Direct,Saigon Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107954191/saigon-direct,3.4,-1,Boulder,V8+,1,25.0,37.32944,-118.57548,,V8+,
Fight Club,Saigon Boulder > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/118882468/fight-club,2.0,-1,Boulder,V11 PG13,1,,37.32944,-118.57548,,V11,PG13
North Face Center,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106442771/north-face-center,2.0,-1,Boulder,V0,1,12.0,37.33022,-118.57882,,V0,
North Face Right,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/201661088/north-face-right,2.0,-1,Boulder,V1,1,12.0,37.33022,-118.57882,,V1,
Sheepherder,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106279792/sheepherder,3.6,-1,Boulder,V2,1,,37.33022,-118.57882,,V2,
Yeast,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/108602480/yeast,2.9,-1,Boulder,V3,1,,37.33022,-118.57882,,V3,
Dough Boy,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/108637157/dough-boy,2.6,-1,Boulder,V3,1,15.0,37.33022,-118.57882,,V3,
The Rising,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106027098/the-rising,3.1,-1,Boulder,V4,1,,37.33022,-118.57882,,V4,
Nan Bread,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/108637144/nan-bread,3.1,-1,Boulder,V4,1,15.0,37.33022,-118.57882,,V4,
French Toast,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/119917675/french-toast,2.5,-1,Boulder,V7,1,,37.33022,-118.57882,,V7,
Fully Baked,The Loaf > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/119917621/fully-baked,3.0,-1,Boulder,V8,1,,37.33022,-118.57882,,V8,
Back of the Fly,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/201661150/back-of-the-fly,2.0,-1,Boulder,V0-,1,,37.33057,-118.57834,,V0-,
Mantel Problem,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/201663610/mantel-problem,2.0,-1,Boulder,V0-,1,12.0,37.33057,-118.57834,,V0-,
NE Arete (of East Side Story),Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/201661193/ne-arete-of-east-side-story,2.0,-1,Boulder,V0,1,30.0,37.33057,-118.57834,,V0,
North Side (of East Side Story),Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/201661204/north-side-of-east-side-story,2.0,-1,Boulder,V0,1,30.0,37.33057,-118.57834,,V0,
Five and Dime Left,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107204109/five-and-dime-left,1.4,-1,Boulder,V0,1,,37.33057,-118.57834,,V0,
Five and Dime Right,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107204124/five-and-dime-right,1.9,-1,Boulder,V0,1,,37.33057,-118.57834,,V0,
Five and Dime,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107204089/five-and-dime,2.7,-1,Boulder,V1,1,,37.33057,-118.57834,,V1,
Five and Dime Left Sit Start,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/107204116/five-and-dime-left-sit-start,2.4,-1,Boulder,V1,1,,37.33057,-118.57834,,V1,
Scoop,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/115381134/scoop,2.0,-1,Boulder,V2,1,15.0,37.33057,-118.57834,,V2,
Action Potential,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/121045235/action-potential,3.5,-1,Boulder,V2 R,1,25.0,37.33057,-118.57834,,V2,R
The Melanator,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106881121/the-melanator,2.3,-1,Boulder,V3,1,,37.33057,-118.57834,,V3,
East Side Story,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/108367743/east-side-story,3.8,-1,Boulder,V3,1,30.0,37.33057,-118.57834,,V3,
The Crow's Nest,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/121949780/the-crows-nest,3.0,-1,Boulder,V4,1,15.0,37.33057,-118.57834,,V4,
Flyboy Arete,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106070944/flyboy-arete,3.3,-1,Boulder,V5,1,,37.33057,-118.57834,,V5,
Flyboy,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106050280/flyboy,3.1,-1,Boulder,V6,1,18.0,37.33057,-118.57834,,V6,
Almost,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/114170601/almost,1.8,-1,Boulder,V6 PG13,1,12.0,37.33057,-118.57834,,V6,PG13
Flight Attendant,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/120199814/flight-attendant,2.0,-1,Boulder,V7,1,,37.33057,-118.57834,,V7,
Flyboy SDS,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/106070940/flyboy-sds,3.8,-1,Boulder,V8-,1,,37.33057,-118.57834,,V8-,
Diagonal Stride,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/201133120/diagonal-stride,2.6,-1,Boulder,V8,1,9.0,37.33057,-118.57834,,V8,
Fall Line,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/201133148/fall-line,3.0,-1,Boulder,V8,1,9.0,37.33057,-118.57834,,V8,
Flight Attendant Sit,Stained Glass/Flyboy Area > Buttermilks Main > Buttermilk Country > Bishop Area > Eastern Sierra > California,https://www.mountainproject.com/route/120199982/flight-attendant-sit,3.0,-1,Boulder,V9,1,,37.33057,-118.57834,,V9,
